gid,comp_id,date,goals_against,goals_for,home_away,tid,team_name,tricode,year,type,competition_name,hgd,win
2254,2,2018-03-20,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
2050,2,2018-03-07,4.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
844,2,2017-12-06,2.0,6.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,4.0,1.0
659,2,2017-11-23,2.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
2147,2,2018-03-13,7.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
407,2,2017-11-04,4.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
2439,2,2018-04-01,4.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
1797,2,2018-02-18,4.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-1.0,0.0
71,2,2017-10-09,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
567,2,2017-11-17,1.0,6.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,5.0,1.0
1316,2,2018-01-10,4.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
2346,2,2018-03-26,4.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
2003,2,2018-03-03,6.0,8.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
1404,2,2018-01-19,4.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
2205,2,2018-03-17,3.0,0.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
2468,2,2018-04-03,0.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,4.0,1.0
1692,2,2018-02-11,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
228,2,2017-10-21,1.0,7.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,6.0,1.0
2076,2,2018-03-09,3.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
101,2,2017-10-12,4.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
1069,2,2017-12-22,3.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
602,2,2017-11-19,5.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-2.0,0.0
382,2,2017-11-02,2.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-1.0,0.0
1142,2,2017-12-29,1.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
1092,2,2017-12-24,0.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,3.0,1.0
900,2,2017-12-10,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
1660,2,2018-02-09,2.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,3.0,1.0
1961,2,2018-03-01,2.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-1.0,0.0
1767,2,2018-02-16,1.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,3.0,1.0
2507,2,2018-04-06,5.0,7.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
1935,2,2018-02-27,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
871,2,2017-12-08,2.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,3.0,1.0
2101,2,2018-03-10,3.0,4.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
322,2,2017-10-28,4.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-3.0,0.0
1160,2,2017-12-30,5.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-2.0,0.0
1330,2,2018-01-12,5.0,1.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,-4.0,0.0
2221,2,2018-03-18,1.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
290,2,2017-10-26,2.0,3.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
28,2,2017-10-06,3.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,2.0,1.0
802,2,2017-12-03,2.0,5.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,3.0,1.0
127,2,2017-10-14,1.0,2.0,home,25,Tampa Bay Lightning,TBL,2017,2,2017 NHL Regular Season,1.0,1.0
1595,2,2018-02-04,1.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,2.0,1.0
2354,2,2018-03-27,3.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
2024,2,2018-03-04,3.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1654,2,2018-02-09,3.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1063,2,2017-12-22,4.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
511,2,2017-11-12,1.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
2385,2,2018-03-29,4.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1907,2,2018-02-24,1.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
683,2,2017-11-25,2.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
1120,2,2017-12-28,1.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,2.0,1.0
2314,2,2018-03-24,1.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
210,2,2017-10-20,3.0,0.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-3.0,0.0
728,2,2017-11-28,3.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1456,2,2018-01-23,3.0,0.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-3.0,0.0
2483,2,2018-04-05,1.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
1392,2,2018-01-19,3.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
1713,2,2018-02-12,5.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-2.0,0.0
1096,2,2017-12-24,1.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,3.0,1.0
2068,2,2018-03-09,3.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
38,2,2017-10-07,1.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,3.0,1.0
327,2,2017-10-28,3.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
883,2,2017-12-09,5.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-2.0,0.0
647,2,2017-11-23,4.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1758,2,2018-02-16,2.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,3.0,1.0
1559,2,2018-02-02,3.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
2460,2,2018-04-03,2.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,3.0,1.0
1349,2,2018-01-14,5.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-2.0,0.0
1028,2,2017-12-19,3.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,2.0,1.0
2421,2,2018-03-31,3.0,4.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
938,2,2017-12-13,1.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,4.0,1.0
2044,2,2018-03-07,4.0,6.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,2.0,1.0
473,2,2017-11-10,3.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1842,2,2018-02-21,2.0,1.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-1.0,0.0
1495,2,2018-01-26,3.0,0.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-3.0,0.0
987,2,2017-12-16,2.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,3.0,1.0
304,2,2017-10-27,5.0,6.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
450,2,2017-11-08,3.0,1.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-2.0,0.0
115,2,2017-10-13,5.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-3.0,0.0
1866,2,2018-02-23,4.0,2.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,-2.0,0.0
1154,2,2017-12-30,3.0,3.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,0.0,0.5
162,2,2017-10-17,4.0,5.0,home,29,New Jersey Devils,NJD,2017,2,2017 NHL Regular Season,1.0,1.0
357,2,2017-10-31,2.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
1607,2,2018-02-04,4.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
2215,2,2018-03-18,5.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
1148,2,2017-12-29,2.0,5.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,3.0,1.0
56,2,2017-10-08,2.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
960,2,2017-12-14,7.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-6.0,0.0
1186,2,2017-12-31,4.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
2040,2,2018-03-06,3.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
1517,2,2018-01-26,4.0,0.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-4.0,0.0
1547,2,2018-01-31,3.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
109,2,2017-10-13,4.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
1966,2,2018-03-01,6.0,5.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
1226,2,2018-01-03,5.0,0.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-5.0,0.0
1576,2,2018-02-02,2.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,2.0,1.0
1482,2,2018-01-24,2.0,6.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,4.0,1.0
610,2,2017-11-19,4.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
1114,2,2017-12-24,3.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
87,2,2017-10-11,4.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
1022,2,2017-12-18,6.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-5.0,0.0
2474,2,2018-04-04,5.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
147,2,2017-10-15,5.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-3.0,0.0
2417,2,2018-03-31,4.0,5.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
422,2,2017-11-05,2.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,2.0,1.0
877,2,2017-12-08,4.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-3.0,0.0
2397,2,2018-03-30,1.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
2370,2,2018-03-28,1.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,3.0,1.0
1810,2,2018-02-18,1.0,6.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,5.0,1.0
1856,2,2018-02-21,5.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
809,2,2017-12-03,1.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
2064,2,2018-03-08,2.0,1.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
446,2,2017-11-07,3.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
300,2,2017-10-27,2.0,6.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,4.0,1.0
1997,2,2018-03-03,4.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
1051,2,2017-12-20,7.0,5.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
2095,2,2018-03-10,5.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-3.0,0.0
1756,2,2018-02-15,4.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-1.0,0.0
993,2,2017-12-16,3.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
850,2,2017-12-06,0.0,3.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,3.0,1.0
577,2,2017-11-17,5.0,2.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-3.0,0.0
2500,2,2018-04-06,3.0,4.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,1.0,1.0
371,2,2017-11-02,2.0,0.0,home,53,Vancouver Canucks,VAN,2017,2,2017 NHL Regular Season,-2.0,0.0
44,2,2017-10-07,1.0,6.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,5.0,1.0
442,2,2017-11-07,2.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
1445,2,2018-01-21,2.0,1.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
168,2,2017-10-17,2.0,0.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-2.0,0.0
2186,2,2018-03-16,3.0,6.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
859,2,2017-12-07,2.0,6.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,4.0,1.0
2405,2,2018-03-30,4.0,1.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-3.0,0.0
1008,2,2017-12-17,2.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
942,2,2017-12-13,2.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
806,2,2017-12-03,3.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
2131,2,2018-03-12,2.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
653,2,2017-11-23,2.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
491,2,2017-11-11,1.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
1328,2,2018-01-12,3.0,1.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-2.0,0.0
2488,2,2018-04-05,4.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
679,2,2017-11-24,1.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
885,2,2017-12-09,2.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
379,2,2017-11-02,3.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
93,2,2017-10-11,3.0,2.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
1311,2,2018-01-10,1.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
627,2,2017-11-21,4.0,1.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-3.0,0.0
606,2,2017-11-19,1.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
1140,2,2017-12-29,3.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
767,2,2017-12-01,5.0,2.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-3.0,0.0
1674,2,2018-02-10,2.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
1846,2,2018-02-21,4.0,2.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-2.0,0.0
1291,2,2018-01-07,3.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
1704,2,2018-02-11,5.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
1611,2,2018-02-04,4.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
526,2,2017-11-13,1.0,2.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
1414,2,2018-01-20,3.0,2.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-1.0,0.0
2522,2,2018-04-07,3.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
1945,2,2018-02-28,2.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
1181,2,2017-12-31,2.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
1553,2,2018-02-01,3.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,2.0,1.0
828,2,2017-12-05,1.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
2012,2,2018-03-04,2.0,5.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,3.0,1.0
2374,2,2018-03-29,2.0,3.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
2247,2,2018-03-20,3.0,4.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,1.0,1.0
232,2,2017-10-21,4.0,1.0,home,5,Washington Capitals,WSH,2017,2,2017 NHL Regular Season,-3.0,0.0
1287,2,2018-01-07,4.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
925,2,2017-12-12,1.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,2.0,1.0
2485,2,2018-04-05,1.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
1122,2,2017-12-28,2.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,0.0,0.5
1731,2,2018-02-14,4.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
65,2,2017-10-09,4.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-2.0,0.0
2338,2,2018-03-26,3.0,0.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
561,2,2017-11-17,4.0,6.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,2.0,1.0
1394,2,2018-01-19,5.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
1208,2,2018-01-03,5.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-4.0,0.0
956,2,2017-12-14,5.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
1760,2,2018-02-16,0.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
649,2,2017-11-23,3.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
1259,2,2018-01-06,4.0,0.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-4.0,0.0
1827,2,2018-02-19,5.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-2.0,0.0
1529,2,2018-01-31,4.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
345,2,2017-10-30,3.0,6.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
1065,2,2017-12-22,5.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
1985,2,2018-03-03,6.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
452,2,2017-11-08,2.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
1715,2,2018-02-12,3.0,2.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
2243,2,2018-03-20,1.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
740,2,2017-11-29,2.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
230,2,2017-10-21,3.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,2.0,1.0
1001,2,2017-12-17,3.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
1090,2,2017-12-23,2.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
1039,2,2017-12-20,6.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
2316,2,2018-03-24,3.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-2.0,0.0
1619,2,2018-02-06,5.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
1378,2,2018-01-17,4.0,1.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-3.0,0.0
784,2,2017-12-02,6.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
40,2,2017-10-07,3.0,6.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,3.0,1.0
2272,2,2018-03-22,7.0,6.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
2462,2,2018-04-03,4.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
1669,2,2018-02-10,6.0,7.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
252,2,2017-10-24,3.0,5.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,2.0,1.0
430,2,2017-11-05,4.0,6.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,2.0,1.0
2223,2,2018-03-18,4.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
2401,2,2018-03-30,5.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-1.0,0.0
2170,2,2018-03-15,7.0,3.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,-4.0,0.0
1597,2,2018-02-04,3.0,4.0,home,51,New York Islanders,NYI,2017,2,2017 NHL Regular Season,1.0,1.0
12,2,2017-10-05,3.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-1.0,0.0
2477,2,2018-04-04,4.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-2.0,0.0
448,2,2017-11-08,1.0,3.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,2.0,1.0
1789,2,2018-02-17,4.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-2.0,0.0
2291,2,2018-03-23,3.0,0.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-3.0,0.0
597,2,2017-11-19,3.0,1.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-2.0,0.0
1081,2,2017-12-23,2.0,4.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,2.0,1.0
1729,2,2018-02-14,3.0,5.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,2.0,1.0
2168,2,2018-03-15,5.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-3.0,0.0
2060,2,2018-03-08,5.0,1.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-4.0,0.0
1557,2,2018-02-02,3.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-1.0,0.0
781,2,2017-12-02,4.0,0.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-4.0,0.0
1204,2,2018-01-01,2.0,2.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,0.0,0.5
487,2,2017-11-11,4.0,1.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-3.0,0.0
2198,2,2018-03-17,3.0,5.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,2.0,1.0
2382,2,2018-03-29,6.0,3.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-3.0,0.0
1527,2,2018-01-31,3.0,1.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-2.0,0.0
1624,2,2018-02-07,4.0,3.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-1.0,0.0
1037,2,2017-12-20,3.0,0.0,home,17,Buffalo Sabres,BUF,2017,2,2017 NHL Regular Season,-3.0,0.0
