gid,comp_id,date,goals_against,goals_for,home_away,tid,team_name,tricode,year,type,competition_name,hgd,win
2006,2,2018-03-03,5.0,3.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-2.0,0.0
1285,2,2018-01-07,4.0,3.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-1.0,0.0
2501,2,2018-04-06,4.0,5.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,1.0,1.0
2537,2,2018-04-08,4.0,2.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-2.0,0.0
854,2,2017-12-06,2.0,5.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,3.0,1.0
1609,2,2018-02-04,0.0,6.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,6.0,1.0
1884,2,2018-02-23,2.0,0.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-2.0,0.0
1410,2,2018-01-19,3.0,1.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-2.0,0.0
485,2,2017-11-10,5.0,2.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,-3.0,0.0
2086,2,2018-03-09,1.0,3.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,2.0,1.0
1939,2,2018-02-27,2.0,3.0,home,41,Los Angeles Kings,LAK,2017,2,2017 NHL Regular Season,1.0,1.0
1429,2,2018-01-21,4.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1176,2,2017-12-31,5.0,0.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-5.0,0.0
35,2,2017-10-07,2.0,1.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1791,2,2018-02-17,3.0,6.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,3.0,1.0
381,2,2017-11-02,1.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,2.0,1.0
288,2,2017-10-26,4.0,5.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
2188,2,2018-03-16,2.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
262,2,2017-10-24,4.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-2.0,0.0
507,2,2017-11-11,3.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
2091,2,2018-03-10,2.0,1.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
2280,2,2018-03-22,6.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-4.0,0.0
1632,2,2018-02-07,3.0,5.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,2.0,1.0
2310,2,2018-03-24,5.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-3.0,0.0
954,2,2017-12-14,2.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
704,2,2017-11-26,2.0,1.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1872,2,2018-02-23,4.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
403,2,2017-11-04,5.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1043,2,2017-12-20,6.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-2.0,0.0
1895,2,2018-02-24,5.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-2.0,0.0
1503,2,2018-01-26,3.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
226,2,2017-10-21,3.0,6.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,3.0,1.0
2450,2,2018-04-02,6.0,5.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
565,2,2017-11-17,3.0,1.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-2.0,0.0
590,2,2017-11-18,3.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1261,2,2018-01-06,5.0,6.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
1156,2,2017-12-30,4.0,5.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
2356,2,2018-03-27,4.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
170,2,2017-10-17,3.0,0.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-3.0,0.0
1765,2,2018-02-16,2.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,0.0,0.5
2072,2,2018-03-09,5.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
1402,2,2018-01-19,4.0,1.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-3.0,0.0
1280,2,2018-01-07,3.0,6.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,3.0,1.0
2251,2,2018-03-20,7.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-5.0,0.0
2387,2,2018-03-29,2.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
198,2,2017-10-19,5.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
351,2,2017-10-30,8.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-5.0,0.0
1658,2,2018-02-09,3.0,4.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,1.0,1.0
1314,2,2018-01-10,8.0,2.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-6.0,0.0
999,2,2017-12-17,0.0,3.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,3.0,1.0
16,2,2017-10-05,6.0,5.0,home,32,Ottawa Senators,OTT,2017,2,2017 NHL Regular Season,-1.0,0.0
944,2,2017-12-13,7.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-5.0,0.0
838,2,2017-12-06,4.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-3.0,0.0
2089,2,2018-03-10,2.0,3.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
1400,2,2018-01-19,1.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
2278,2,2018-03-22,0.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,4.0,1.0
458,2,2017-11-08,3.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-2.0,0.0
2464,2,2018-04-03,4.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
1535,2,2018-01-31,4.0,3.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-1.0,0.0
657,2,2017-11-23,0.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
26,2,2017-10-06,0.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,5.0,1.0
1696,2,2018-02-11,1.0,6.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,5.0,1.0
687,2,2017-11-25,2.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,3.0,1.0
196,2,2017-10-19,2.0,0.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-2.0,0.0
2048,2,2018-03-07,1.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,3.0,1.0
583,2,2017-11-18,0.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
2319,2,2018-03-24,2.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-1.0,0.0
2490,2,2018-04-05,5.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-1.0,0.0
1818,2,2018-02-18,5.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-3.0,0.0
1582,2,2018-02-03,3.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-2.0,0.0
1297,2,2018-01-07,4.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
1055,2,2017-12-21,2.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
349,2,2017-10-30,3.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
788,2,2017-12-02,2.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
1931,2,2018-02-27,1.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,4.0,1.0
747,2,2017-11-29,2.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
908,2,2017-12-10,0.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
306,2,2017-10-27,1.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
493,2,2017-11-11,3.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-2.0,0.0
1104,2,2017-12-24,1.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
1630,2,2018-02-07,3.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-1.0,0.0
2134,2,2018-03-12,2.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,3.0,1.0
1781,2,2018-02-17,2.0,1.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-1.0,0.0
1332,2,2018-01-13,5.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-3.0,0.0
1190,2,2017-12-31,5.0,0.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-5.0,0.0
1910,2,2018-02-25,2.0,3.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
2209,2,2018-03-17,1.0,2.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
235,2,2017-10-21,6.0,4.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,-2.0,0.0
272,2,2017-10-26,1.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,4.0,1.0
117,2,2017-10-13,1.0,3.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,2.0,1.0
2070,2,2018-03-09,4.0,5.0,home,52,Columbus Blue Jackets,CBJ,2017,2,2017 NHL Regular Season,1.0,1.0
1006,2,2017-12-17,0.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
329,2,2017-10-29,1.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
1850,2,2018-02-21,3.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-1.0,0.0
1889,2,2018-02-24,4.0,0.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-4.0,0.0
1182,2,2017-12-31,2.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
1318,2,2018-01-10,7.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
2454,2,2018-04-03,4.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-2.0,0.0
386,2,2017-11-03,2.0,0.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-2.0,0.0
875,2,2017-12-08,0.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
1963,2,2018-03-01,1.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
1662,2,2018-02-09,1.0,6.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,5.0,1.0
479,2,2017-11-10,2.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
969,2,2017-12-15,3.0,1.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-2.0,0.0
1433,2,2018-01-21,5.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
792,2,2017-12-02,4.0,1.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
413,2,2017-11-04,4.0,6.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
1216,2,2018-01-03,2.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
2178,2,2018-03-16,4.0,1.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
763,2,2017-11-30,3.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-1.0,0.0
1130,2,2017-12-28,2.0,1.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-1.0,0.0
691,2,2017-11-25,2.0,0.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-2.0,0.0
274,2,2017-10-26,2.0,5.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
355,2,2017-10-31,2.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
1474,2,2018-01-24,0.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
1706,2,2018-02-11,4.0,1.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
48,2,2017-10-08,2.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
2295,2,2018-03-24,1.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
1537,2,2018-01-31,1.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
1245,2,2018-01-05,1.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
638,2,2017-11-22,3.0,8.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,5.0,1.0
711,2,2017-11-26,3.0,6.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
1508,2,2018-01-26,1.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,2.0,1.0
2479,2,2018-04-05,4.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-1.0,0.0
517,2,2017-11-12,5.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
946,2,2017-12-13,3.0,0.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-3.0,0.0
186,2,2017-10-19,2.0,5.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,3.0,1.0
2211,2,2018-03-18,3.0,4.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
1638,2,2018-02-07,6.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,-4.0,0.0
2360,2,2018-03-28,2.0,3.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
2269,2,2018-03-22,1.0,2.0,home,7,St. Louis Blues,STL,2017,2,2017 NHL Regular Season,1.0,1.0
524,2,2017-11-12,0.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,5.0,1.0
426,2,2017-11-05,2.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
2262,2,2018-03-21,2.0,6.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,4.0,1.0
2539,2,2018-04-08,6.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-3.0,0.0
612,2,2017-11-19,3.0,1.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
1116,2,2017-12-24,0.0,2.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,2.0,1.0
1779,2,2018-02-16,1.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,3.0,1.0
1523,2,2018-01-26,6.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-1.0,0.0
2303,2,2018-03-24,1.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,4.0,1.0
881,2,2017-12-08,4.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
359,2,2017-10-31,2.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
471,2,2017-11-09,5.0,1.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-4.0,0.0
1358,2,2018-01-14,5.0,6.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
1957,2,2018-02-28,2.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,3.0,1.0
2109,2,2018-03-10,2.0,0.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
1488,2,2018-01-24,5.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-1.0,0.0
913,2,2017-12-10,0.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,5.0,1.0
113,2,2017-10-13,2.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
182,2,2017-10-18,2.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,3.0,1.0
2475,2,2018-04-04,4.0,2.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
1079,2,2017-12-22,4.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
1702,2,2018-02-11,4.0,6.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,2.0,1.0
1825,2,2018-02-19,2.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,3.0,1.0
59,2,2017-10-08,4.0,1.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-3.0,0.0
1668,2,2018-02-09,5.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
717,2,2017-11-26,0.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,4.0,1.0
2030,2,2018-03-05,4.0,2.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
2503,2,2018-04-06,2.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,2.0,1.0
581,2,2017-11-17,2.0,0.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
2289,2,2018-03-23,1.0,2.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
922,2,2017-12-11,4.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-1.0,0.0
375,2,2017-11-02,1.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,3.0,1.0
1152,2,2017-12-29,2.0,4.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,2.0,1.0
1749,2,2018-02-14,2.0,1.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-1.0,0.0
634,2,2017-11-21,6.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-1.0,0.0
8,2,2017-10-05,5.0,3.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
1437,2,2018-01-21,1.0,2.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,1.0,1.0
151,2,2017-10-15,3.0,1.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,-2.0,0.0
1983,2,2018-03-02,2.0,7.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,5.0,1.0
2141,2,2018-03-13,3.0,5.0,home,16,San Jose Sharks,SJS,2017,2,2017 NHL Regular Season,2.0,1.0
10,2,2017-10-05,3.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
2413,2,2018-03-31,1.0,5.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,4.0,1.0
1941,2,2018-02-28,3.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
2233,2,2018-03-19,5.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-1.0,0.0
316,2,2017-10-28,2.0,1.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-1.0,0.0
2008,2,2018-03-03,1.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
1466,2,2018-01-24,2.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
1026,2,2017-12-19,2.0,7.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,5.0,1.0
224,2,2017-10-21,4.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,0.0,0.5
2042,2,2018-03-07,5.0,6.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
190,2,2017-10-19,3.0,6.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
670,2,2017-11-24,3.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
2515,2,2018-04-07,2.0,5.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
1118,2,2017-12-28,1.0,5.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,4.0,1.0
726,2,2017-11-26,4.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-2.0,0.0
1727,2,2018-02-14,2.0,5.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
1969,2,2018-03-02,4.0,8.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,4.0,1.0
405,2,2017-11-04,3.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-1.0,0.0
377,2,2017-11-02,1.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
503,2,2017-11-12,4.0,1.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-3.0,0.0
962,2,2017-12-15,5.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-2.0,0.0
1234,2,2018-04-08,4.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-2.0,0.0
1525,2,2018-01-31,3.0,1.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-2.0,0.0
1388,2,2018-01-18,1.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
759,2,2017-11-30,2.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
997,2,2017-12-16,3.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-1.0,0.0
1589,2,2018-02-04,1.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
1555,2,2018-02-02,1.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,2.0,1.0
1368,2,2018-01-15,3.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-1.0,0.0
865,2,2017-12-08,1.0,6.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,5.0,1.0
2097,2,2018-03-10,4.0,7.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,3.0,1.0
1061,2,2017-12-22,2.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
276,2,2017-10-26,1.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
436,2,2017-11-07,3.0,5.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,2.0,1.0
1686,2,2018-02-11,4.0,2.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-2.0,0.0
1088,2,2017-12-23,1.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,2.0,1.0
893,2,2017-12-10,1.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,2.0,1.0
2380,2,2018-03-29,2.0,4.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,2.0,1.0
1276,2,2018-01-07,1.0,7.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,6.0,1.0
2066,2,2018-03-09,2.0,3.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,1.0,1.0
63,2,2017-10-09,4.0,0.0,home,20,Boston Bruins,BOS,2017,2,2017 NHL Regular Season,-4.0,0.0
537,2,2017-11-15,4.0,4.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,0.0,0.5
2010,2,2018-03-03,2.0,3.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,1.0,1.0
4,2,2017-10-05,4.0,4.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,0.0,0.5
2266,2,2018-03-21,3.0,5.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,2.0,1.0
256,2,2017-10-24,1.0,2.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,1.0,1.0
804,2,2017-12-03,1.0,4.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,3.0,1.0
836,2,2017-12-06,4.0,3.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,-1.0,0.0
867,2,2017-12-08,3.0,4.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,1.0,1.0
1468,2,2018-01-24,1.0,3.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,2.0,1.0
709,2,2017-11-26,2.0,5.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,3.0,1.0
133,2,2017-10-14,3.0,4.0,home,8,Pittsburgh Penguins,PIT,2017,2,2017 NHL Regular Season,1.0,1.0
